Date,Cases,cumulative_cases,Vaccinated,cumulative_fully_vaccinated,Deaths_rolling
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.14285715
,,,,,0.2857143
,,,,,0.2857143
,,,,,0.2857143
,,,,,0.2857143
,,,,,0.2857143
,,,,,0.2857143
,,,,,0.2857143
,,,,,0.42857143
,,,,,0.42857143
,,,,,0.42857143
,,,,,0.42857143
,,,,,0.42857143
2021-12-13,0,12616,6899,3762089,0.42857143
2021-12-12,657,12616,4263,3755190,0.42857143
2021-12-11,0,11959,8524,3750927,0.14285715
2021-12-10,0,11959,9285,3742403,0.14285715
2021-12-09,0,11959,9253,3733118,0.14285715
2021-12-08,0,11959,9431,3723865,0.14285715
2021-12-07,0,11959,10206,3714434,0.14285715
2021-12-06,0,11959,10713,3704228,0.14285715
2021-12-05,888,11959,6762,3693515,0.14285715
2021-12-04,0,11071,14067,3686753,0.42857143
2021-12-03,0,11071,17450,3672686,0.42857143
2021-12-02,0,11071,16766,3655236,0.42857143
2021-12-01,0,11071,14356,3638470,0.42857143
2021-11-30,0,11071,14453,3624114,0.42857143
2021-11-29,0,11071,11953,3609661,0.42857143
2021-11-28,1265,11071,8089,3597708,0.42857143
2021-11-27,0,9806,14551,3589619,1
2021-11-26,0,9806,12300,3575068,1
2021-11-25,0,9806,11888,3562768,1
2021-11-24,0,9806,12147,3550880,1
2021-11-23,0,9806,12503,3538733,1
2021-11-22,0,9806,10558,3526230,1
2021-11-21,1302,9806,6790,3515672,1
2021-11-20,0,8504,15624,3508882,0.14285715
2021-11-19,0,8504,15867,3493258,0.14285715
2021-11-18,0,8504,14166,3477391,0.14285715
2021-11-17,0,8504,14309,3463225,0.14285715
2021-11-16,0,8504,14510,3448916,0.14285715
2021-11-15,0,8504,13757,3434406,0.14285715
2021-11-14,1218,8504,10020,3420649,0.14285715
2021-11-13,0,7286,20050,3410629,0.5714286
2021-11-12,0,7286,16854,3390579,0.5714286
2021-11-11,0,7286,16665,3373725,0.5714286
2021-11-10,0,7286,16089,3357060,0.5714286
2021-11-09,0,7286,16499,3340971,0.5714286
2021-11-08,0,7286,16297,3324472,0.5714286
2021-11-07,1053,7286,11041,3308175,0.5714286
2021-11-06,0,6233,26621,3297134,0
2021-11-05,0,6233,21672,3270513,0
2021-11-04,0,6233,19676,3248841,0
2021-11-03,0,6233,20580,3229165,0
2021-11-02,0,6233,21498,3208585,0
2021-11-01,0,6233,20410,3187087,0
2021-10-31,851,6233,15374,3166677,0
2021-10-30,0,5382,32114,3151303,0
2021-10-29,0,5382,32089,3119189,0
2021-10-28,0,5382,32458,3087100,0
2021-10-27,0,5382,28485,3054642,0
2021-10-26,0,5382,31404,3026157,0
2021-10-25,0,5382,7206,2994753,0
2021-10-24,687,5382,13744,2987547,0
2021-10-23,0,4695,30843,2973803,0
2021-10-22,0,4695,33548,2942960,0
2021-10-21,0,4695,31490,2909412,0
2021-10-20,0,4695,32866,2877922,0
2021-10-19,0,4695,32551,2845056,0
2021-10-18,0,4695,32899,2812505,0
2021-10-17,396,4695,23508,2779606,0
2021-10-16,0,4299,91769,2756098,0.14285715
2021-10-15,0,4299,55834,2664329,0.14285715
2021-10-14,0,4299,53162,2608495,0.14285715
2021-10-13,0,4299,53543,2555333,0.14285715
2021-10-12,0,4299,55818,2501790,0.14285715
2021-10-11,0,4299,54406,2445972,0.14285715
2021-10-10,275,4299,33280,2391566,0.14285715
2021-10-09,0,4024,63845,2358286,0
2021-10-08,0,4024,67633,2294441,0
2021-10-07,0,4024,63102,2226808,0
2021-10-06,0,4024,51722,2163706,0
2021-10-05,0,4024,46437,2111984,0
2021-10-04,0,4024,41265,2065547,0
2021-10-03,188,4024,20072,2024282,0
2021-10-02,0,3836,37492,2004210,0
2021-10-01,0,3836,35529,1966718,0
2021-09-30,0,3836,32446,1931189,0
2021-09-29,0,3836,27169,1898743,0
2021-09-28,0,3836,31299,1871574,0
2021-09-27,0,3836,28314,1840275,0
2021-09-26,112,3836,16632,1811961,0
2021-09-25,0,3724,32357,1795329,0
2021-09-24,0,3724,31841,1762972,0
2021-09-23,0,3724,28585,1731131,0
2021-09-22,0,3724,25601,1702546,0
2021-09-21,0,3724,26626,1676945,0
2021-09-20,0,3724,25973,1650319,0
2021-09-19,131,3724,12609,1624346,0
2021-09-18,0,3593,24653,1611737,0
2021-09-17,0,3593,27731,1587084,0
2021-09-16,0,3593,24185,1559353,0
2021-09-15,0,3593,23250,1535168,0
2021-09-14,0,3593,22906,1511918,0
2021-09-13,0,3593,20999,1489012,0
2021-09-12,158,3593,13478,1468013,0
2021-09-11,0,3435,23343,1454535,0.14285715
2021-09-10,0,3435,21207,1431192,0.14285715
2021-09-09,0,3435,15641,1409985,0.14285715
2021-09-08,0,3435,18597,1394344,0.14285715
2021-09-07,0,3435,23488,1375747,0.14285715
2021-09-06,0,3435,21845,1352259,0.14285715
2021-09-05,272,3435,12031,1330414,0.14285715
2021-09-04,0,3163,22604,1318383,0
2021-09-03,0,3163,25925,1295779,0
2021-09-02,0,3163,25345,1269854,0
2021-09-01,0,3163,27731,1244509,0
2021-08-31,0,3163,27518,1216778,0
2021-08-30,0,3163,23790,1189260,0
2021-08-29,465,3163,11492,1165470,0
2021-08-28,0,2698,22421,1153978,0
2021-08-27,0,2698,24750,1131557,0
2021-08-26,0,2698,25538,1106807,0
2021-08-25,0,2698,26521,1081269,0
2021-08-24,0,2698,23689,1054748,0
2021-08-23,0,2698,19583,1031059,0
2021-08-22,128,2698,9102,1011476,0
2021-08-21,0,2570,15909,1002374,0
2021-08-20,0,2570,20233,986465,0
2021-08-19,0,2570,8783,966232,0
2021-08-18,0,2570,102,957449,0
2021-08-17,0,2570,20439,957347,0
2021-08-16,0,2570,16066,936908,0
2021-08-15,38,2570,7409,920842,0
2021-08-14,0,2532,13335,913433,0
2021-08-13,0,2532,15668,900098,0
2021-08-12,0,2532,16558,884430,0
2021-08-11,0,2532,16944,867872,0
2021-08-10,0,2532,15967,850928,0
2021-08-09,0,2532,11662,834961,0
2021-08-08,11,2532,4636,823299,0
2021-08-07,0,2521,8902,818663,0
2021-08-06,0,2521,11713,809761,0
2021-08-05,0,2521,13034,798048,0
2021-08-04,0,2521,12941,785014,0
2021-08-03,0,2521,12545,772073,0
2021-08-02,0,2521,9443,759528,0
2021-08-01,14,2521,4677,750085,0
2021-07-31,0,2507,9085,745408,0
2021-07-30,0,2507,10654,736323,0
2021-07-29,0,2507,11997,725669,0
2021-07-28,0,2507,12178,713672,0
2021-07-27,0,2507,11382,701494,0
2021-07-26,0,2507,9982,690112,0
2021-07-25,46,2507,4932,680130,0
2021-07-24,0,2461,7739,675198,0
2021-07-23,0,2461,11318,667459,0
2021-07-22,0,2461,12522,656141,0
2021-07-21,0,2461,13186,643619,0
2021-07-20,0,2461,11928,630433,0
2021-07-19,0,2461,9190,618505,0
2021-07-18,48,2461,3076,609315,0
2021-07-17,0,2413,7083,606239,0
2021-07-16,0,2413,9924,599156,0
2021-07-15,0,2413,10915,589232,0
2021-07-14,0,2413,11449,578317,0
2021-07-13,0,2413,10491,566868,0
2021-07-12,0,2413,8096,556377,0
2021-07-11,11,2413,3243,548281,0
2021-07-10,0,2402,6488,545038,0
2021-07-09,0,2402,10525,538550,0
2021-07-08,0,2402,11900,528025,0
2021-07-07,0,2402,11877,516125,0
2021-07-06,0,2402,11338,504248,0
2021-07-05,0,2402,7970,492910,0
2021-07-04,20,2402,2926,484940,0
2021-07-03,0,2382,5333,482014,0
2021-07-02,0,2382,10318,476681,0
2021-07-01,0,2382,9857,466363,0
2021-06-30,0,2382,9961,456506,0
2021-06-29,0,2382,10049,446545,0
2021-06-28,0,2382,6459,436496,0
2021-06-27,18,2382,3444,430037,0
2021-06-26,0,2364,6287,426593,0
2021-06-25,0,2364,11722,420306,0
2021-06-24,0,2364,13003,408584,0
2021-06-23,0,2364,11895,395581,0
2021-06-22,0,2364,11290,383686,0
2021-06-21,0,2364,8451,372396,0
2021-06-20,11,2364,3348,363945,0
2021-06-19,0,2353,4911,360597,0
2021-06-18,0,2353,9467,355686,0
2021-06-17,0,2353,10312,346219,0
2021-06-16,0,2353,10033,335907,0
2021-06-15,0,2353,9159,325874,0
2021-06-14,0,2353,7565,316715,0
2021-06-13,26,2353,2907,309150,0
2021-06-12,0,2327,4498,306243,0
2021-06-11,0,2327,9591,301745,0
2021-06-10,0,2327,9477,292154,0
2021-06-09,0,2327,4320,282677,0
2021-06-08,0,2327,8757,278357,0
2021-06-07,0,2327,1373,269600,0
2021-06-06,9,2327,1683,268227,0
2021-06-05,0,2318,3351,266544,0
2021-06-04,0,2318,8356,263193,0
2021-06-03,0,2318,9031,254837,0
2021-06-02,0,2318,8422,245806,0
2021-06-01,0,2318,7925,237384,0
2021-05-31,0,2318,5569,229459,0
2021-05-30,6,2318,1884,223890,0
2021-05-29,0,2312,4297,222006,0
2021-05-28,0,2312,9870,217709,0
2021-05-27,0,2312,7031,207839,0
2021-05-26,0,2312,7769,200808,0
2021-05-25,0,2312,7485,193039,0
2021-05-24,0,2312,5775,185554,0
2021-05-23,16,2312,1544,179779,0
2021-05-22,0,2296,3567,178235,0
2021-05-21,0,2296,7301,174668,0
2021-05-20,0,2296,6753,167367,0
2021-05-19,0,2296,6402,160614,0
2021-05-18,0,2296,5519,154212,0
2021-05-17,0,2296,3758,148693,0
2021-05-16,9,2296,1808,144935,0
2021-05-15,0,2287,2818,143127,0
2021-05-14,0,2287,7118,140309,0
2021-05-13,0,2287,6017,133191,0
2021-05-12,0,2287,5773,127174,0
2021-05-11,0,2287,5902,121401,0
2021-05-10,0,2287,5121,115499,0
2021-05-09,20,2287,1617,110378,0
2021-05-08,0,2267,2856,108761,0
2021-05-07,0,2267,6758,105905,0
2021-05-06,0,2267,5833,99147,0
2021-05-05,0,2267,5560,93314,0
2021-05-04,0,2267,5303,87754,0
2021-05-03,0,2267,4490,82451,0
2021-05-02,21,2267,1921,77961,0
2021-05-01,0,2246,1994,76040,0
2021-04-30,0,2246,5035,74046,0
2021-04-29,0,2246,4958,69011,0
2021-04-28,0,2246,3674,64053,0
2021-04-27,0,2246,3213,60379,0
2021-04-26,0,2246,864,57166,0
2021-04-25,5,2246,909,56302,0
2021-04-24,0,2241,1382,55393,0
2021-04-23,0,2241,3547,54011,0
2021-04-22,0,2241,3883,50464,0
2021-04-21,0,2241,3432,46581,0
2021-04-20,0,2241,2987,43149,0
2021-04-19,0,2241,2037,40162,0
2021-04-18,13,2241,592,38125,0
2021-04-17,0,2228,1159,37533,0
2021-04-16,0,2228,2636,36374,0
2021-04-15,0,2228,1842,33738,0
2021-04-14,0,2228,1524,31896,0
2021-04-13,0,2228,1627,30372,0
2021-04-12,0,2228,1725,28745,0
2021-04-11,76,2228,1081,27020,0
2021-04-10,0,2152,692,25939,0
2021-04-09,0,2152,1934,25247,0
2021-04-08,0,2152,1767,23313,0
2021-04-07,0,2152,2149,21546,0
2021-04-06,0,2152,1443,19397,0
2021-04-05,0,2152,291,17954,0
2021-04-04,14,2152,196,17663,0
2021-04-03,0,2138,335,17467,0
2021-04-02,0,2138,295,17132,0
2021-04-01,0,2138,1253,16837,0
2021-03-31,0,2138,1347,15584,0
2021-03-30,0,2138,1503,14237,0
2021-03-29,0,2138,1129,12734,0
2021-03-28,31,2138,491,11605,0
2021-03-27,0,2107,873,11114,0
2021-03-26,0,2107,1291,10241,0
2021-03-25,0,2107,1533,8950,0
2021-03-24,0,2107,1588,7417,0
2021-03-23,0,2107,1107,5829,0
2021-03-22,0,2107,1219,4722,0
2021-03-21,32,2107,646,3503,0
2021-03-20,0,2075,716,2857,0
2021-03-19,0,2075,772,2141,0
2021-03-18,0,2075,474,1369,0
2021-03-17,0,2075,365,895,0
2021-03-16,0,2075,233,530,0
2021-03-15,0,2075,267,297,0
2021-03-14,25,2075,14,30,0
2021-03-13,0,2050,6,16,0
2021-03-12,0,2050,6,10,0
2021-03-11,0,2050,0,4,0
2021-03-10,0,2050,0,4,0
2021-03-09,0,2050,0,4,0
2021-03-08,0,2050,0,4,0
2021-03-07,27,2050,0,4,0
2021-03-06,0,2023,2,4,0
2021-03-05,0,2023,1,2,0
2021-03-04,0,2023,0,1,0
2021-03-03,0,2023,0,1,0
2021-03-02,0,2023,0,1,0
2021-03-01,0,2023,0,1,0
2021-02-28,21,2023,0,1,0
2021-02-27,0,2002,0,1,0.14285715
2021-02-26,0,2002,0,1,0.14285715
2021-02-25,0,2002,0,1,0.14285715
2021-02-24,0,2002,0,1,0.14285715
2021-02-23,0,2002,0,1,0.14285715
2021-02-22,0,2002,0,1,0.14285715
2021-02-21,21,2002,1,1,0.14285715
2021-02-20,0,1981,0,0,0
2021-02-19,0,1981,0,0,0
2021-02-18,0,1981,0,0,0
2021-02-17,0,1981,0,0,0
2021-02-16,0,1981,0,0,0
2021-02-15,0,1981,0,0,0
2021-02-14,16,1981,0,0,0
2021-02-13,0,1965,0,0,0
2021-02-12,0,1965,0,0,0
2021-02-11,0,1965,0,0,0
2021-02-10,0,1965,0,0,0
2021-02-09,0,1965,0,0,0
2021-02-08,0,1965,0,0,0
2021-02-07,17,1965,0,0,0
2021-02-06,0,1948,0,0,0
2021-02-05,0,1948,0,0,0
2021-02-04,0,1948,0,0,0
2021-02-03,0,1948,0,0,0
2021-02-02,0,1948,0,0,0
2021-02-01,0,1948,0,0,0
2021-01-31,15,1948,0,0,0
2021-01-30,0,1933,0,0,0
2021-01-29,0,1933,0,0,0
2021-01-28,0,1933,0,0,0
2021-01-27,0,1933,0,0,0
2021-01-26,0,1933,0,0,0
2021-01-25,0,1933,0,0,0
2021-01-24,27,1933,0,0,0
2021-01-23,0,1906,0,0,0
2021-01-22,0,1906,0,0,0
2021-01-21,0,1906,0,0,0
2021-01-20,0,1906,0,0,0
2021-01-19,0,1906,0,0,0
2021-01-18,0,1906,0,0,0
2021-01-17,40,1906,0,0,0
2021-01-16,0,1866,0,0,0
2021-01-15,0,1866,0,0,0
2021-01-14,0,1866,0,0,0
2021-01-13,0,1866,0,0,0
2021-01-12,0,1866,0,0,0
2021-01-11,0,1866,0,0,0
2021-01-10,40,1866,0,0,0
2021-01-09,0,1826,0,0,0
2021-01-08,0,1826,0,0,0
2021-01-07,0,1826,0,0,0
2021-01-06,0,1826,0,0,0
2021-01-05,0,1826,0,0,0
2021-01-04,0,1826,0,0,0
2021-01-03,37,1826,0,0,0
2021-01-02,0,1789,0,0,0
2021-01-01,0,1789,0,0,0
2020-12-31,0,1789,0,0,0
2020-12-30,0,1789,0,0,0
2020-12-29,0,1789,0,0,0
2020-12-28,0,1789,0,0,0
2020-12-27,28,1789,0,0,0
2020-12-26,0,1761,0,0,0
2020-12-25,0,1761,0,0,0
2020-12-24,0,1761,0,0,0
2020-12-23,0,1761,0,0,0
2020-12-22,0,1761,0,0,0
2020-12-21,0,1761,0,0,0
2020-12-20,20,1761,0,0,0
2020-12-19,0,1741,0,0,0
2020-12-18,0,1741,0,0,0
2020-12-17,0,1741,0,0,0
2020-12-16,0,1741,0,0,0
2020-12-15,0,1741,0,0,0
2020-12-14,0,1741,0,0,0
2020-12-13,18,1741,0,0,0
2020-12-12,0,1723,0,0,0
2020-12-11,0,1723,0,0,0
2020-12-10,0,1723,0,0,0
2020-12-09,0,1723,0,0,0
2020-12-08,0,1723,0,0,0
2020-12-07,0,1723,0,0,0
2020-12-06,26,1723,0,0,0
2020-12-05,0,1697,0,0,0
2020-12-04,0,1697,0,0,0
2020-12-03,0,1697,0,0,0
2020-12-02,0,1697,0,0,0
2020-12-01,0,1697,0,0,0
2020-11-30,0,1697,0,0,0
2020-11-29,24,1697,0,0,0
2020-11-28,0,1673,0,0,0
2020-11-27,0,1673,0,0,0
2020-11-26,0,1673,0,0,0
2020-11-25,0,1673,0,0,0
2020-11-24,0,1673,0,0,0
2020-11-23,0,1673,0,0,0
2020-11-22,28,1673,0,0,0
2020-11-21,0,1645,0,0,0
2020-11-20,0,1645,0,0,0
2020-11-19,0,1645,0,0,0
2020-11-18,0,1645,0,0,0
2020-11-17,0,1645,0,0,0
2020-11-16,0,1645,0,0,0
2020-11-15,18,1645,0,0,0
2020-11-14,0,1627,0,0,0
2020-11-13,0,1627,0,0,0
2020-11-12,0,1627,0,0,0
2020-11-11,0,1627,0,0,0
2020-11-10,0,1627,0,0,0
2020-11-09,0,1627,0,0,0
2020-11-08,23,1627,0,0,0
2020-11-07,0,1604,0,0,0
2020-11-06,0,1604,0,0,0
2020-11-05,0,1604,0,0,0
2020-11-04,0,1604,0,0,0
2020-11-03,0,1604,0,0,0
2020-11-02,0,1604,0,0,0
2020-11-01,25,1604,0,0,0
2020-10-31,0,1579,0,0,0
2020-10-30,0,1579,0,0,0
2020-10-29,0,1579,0,0,0
2020-10-28,0,1579,0,0,0
2020-10-27,0,1579,0,0,0
2020-10-26,0,1579,0,0,0
2020-10-25,49,1579,0,0,0
2020-10-24,0,1530,0,0,0
2020-10-23,0,1530,0,0,0
2020-10-22,0,1530,0,0,0
2020-10-21,0,1530,0,0,0
2020-10-20,0,1530,0,0,0
2020-10-19,0,1530,0,0,0
2020-10-18,15,1530,0,0,0
2020-10-17,0,1515,0,0,0
2020-10-16,0,1515,0,0,0
2020-10-15,0,1515,0,0,0
2020-10-14,0,1515,0,0,0
2020-10-13,0,1515,0,0,0
2020-10-12,0,1515,0,0,0
2020-10-11,17,1515,0,0,0
2020-10-10,0,1498,0,0,0
2020-10-09,0,1498,0,0,0
2020-10-08,0,1498,0,0,0
2020-10-07,0,1498,0,0,0
2020-10-06,0,1498,0,0,0
2020-10-05,0,1498,0,0,0
2020-10-04,21,1498,0,0,0
2020-10-03,0,1477,0,0,0
2020-10-02,0,1477,0,0,0
2020-10-01,0,1477,0,0,0
2020-09-30,0,1477,0,0,0
2020-09-29,0,1477,0,0,0
2020-09-28,0,1477,0,0,0
2020-09-27,13,1477,0,0,0
2020-09-26,0,1464,0,0,0.14285715
2020-09-25,0,1464,0,0,0.14285715
2020-09-24,0,1464,0,0,0.14285715
2020-09-23,0,1464,0,0,0.14285715
2020-09-22,0,1464,0,0,0.14285715
2020-09-21,0,1464,0,0,0.14285715
2020-09-20,18,1464,0,0,0.14285715
2020-09-19,0,1446,0,0,0
2020-09-18,0,1446,0,0,0
2020-09-17,0,1446,0,0,0
2020-09-16,0,1446,0,0,0
2020-09-15,0,1446,0,0,0
2020-09-14,0,1446,0,0,0
2020-09-13,25,1446,0,0,0
2020-09-12,0,1421,0,0,0.2857143
2020-09-11,0,1421,0,0,0.2857143
2020-09-10,0,1421,0,0,0.2857143
2020-09-09,0,1421,0,0,0.2857143
2020-09-08,0,1421,0,0,0.2857143
2020-09-07,0,1421,0,0,0.2857143
2020-09-06,43,1421,0,0,0.2857143
2020-09-05,0,1378,0,0,0
2020-09-04,0,1378,0,0,0
2020-09-03,0,1378,0,0,0
2020-09-02,0,1378,0,0,0
2020-09-01,0,1378,0,0,0
2020-08-31,0,1378,0,0,0
2020-08-30,54,1378,0,0,0
2020-08-29,0,1324,0,0,0
2020-08-28,0,1324,0,0,0
2020-08-27,0,1324,0,0,0
2020-08-26,0,1324,0,0,0
2020-08-25,0,1324,0,0,0
2020-08-24,0,1324,0,0,0
2020-08-23,53,1324,0,0,0
2020-08-22,0,1271,0,0,0
2020-08-21,0,1271,0,0,0
2020-08-20,0,1271,0,0,0
2020-08-19,0,1271,0,0,0
2020-08-18,0,1271,0,0,0
2020-08-17,0,1271,0,0,0
2020-08-16,52,1271,0,0,0
2020-08-15,0,1219,0,0,0
2020-08-14,0,1219,0,0,0
2020-08-13,0,1219,0,0,0
2020-08-12,0,1219,0,0,0
2020-08-11,0,1219,0,0,0
2020-08-10,0,1219,0,0,0
2020-08-09,4,1219,0,0,0
2020-08-08,0,1215,0,0,0
2020-08-07,0,1215,0,0,0
2020-08-06,0,1215,0,0,0
2020-08-05,0,1215,0,0,0
2020-08-04,0,1215,0,0,0
2020-08-03,0,1215,0,0,0
2020-08-02,9,1215,0,0,0
2020-08-01,0,1206,0,0,0
2020-07-31,0,1206,0,0,0
2020-07-30,0,1206,0,0,0
2020-07-29,0,1206,0,0,0
2020-07-28,0,1206,0,0,0
2020-07-27,0,1206,0,0,0
2020-07-26,3,1206,0,0,0
2020-07-25,0,1203,0,0,0
2020-07-24,0,1203,0,0,0
2020-07-23,0,1203,0,0,0
2020-07-22,0,1203,0,0,0
2020-07-21,0,1203,0,0,0
2020-07-20,0,1203,0,0,0
2020-07-19,9,1203,0,0,0
2020-07-18,0,1194,0,0,0
2020-07-17,0,1194,0,0,0
2020-07-16,0,1194,0,0,0
2020-07-15,0,1194,0,0,0
2020-07-14,0,1194,0,0,0
2020-07-13,0,1194,0,0,0
2020-07-12,11,1194,0,0,0
2020-07-11,0,1183,0,0,0
2020-07-10,0,1183,0,0,0
2020-07-09,0,1183,0,0,0
2020-07-08,0,1183,0,0,0
2020-07-07,0,1183,0,0,0
2020-07-06,0,1183,0,0,0
2020-07-05,7,1183,0,0,0
2020-07-04,0,1176,0,0,0
2020-07-03,0,1176,0,0,0
2020-07-02,0,1176,0,0,0
2020-07-01,0,1176,0,0,0
2020-06-30,0,1176,0,0,0
2020-06-29,0,1176,0,0,0
2020-06-28,17,1176,0,0,0
2020-06-27,0,1159,0,0,0
2020-06-26,0,1159,0,0,0
2020-06-25,0,1159,0,0,0
2020-06-24,0,1159,0,0,0
2020-06-23,0,1159,0,0,0
2020-06-22,0,1159,0,0,0
2020-06-21,5,1159,0,0,0
2020-06-20,0,1154,0,0,0
2020-06-19,0,1154,0,0,0
2020-06-18,0,1154,0,0,0
2020-06-17,0,1154,0,0,0
2020-06-16,0,1154,0,0,0
2020-06-15,0,1154,0,0,0
2020-06-14,0,1154,0,0,0
2020-06-13,0,1154,0,0,0
2020-06-12,0,1154,0,0,0
2020-06-11,0,1154,0,0,0
2020-06-10,0,1154,0,0,0
2020-06-09,0,1154,0,0,0
2020-06-08,0,1154,0,0,0
2020-06-07,0,1154,0,0,0
2020-06-06,0,1154,0,0,0.14285715
2020-06-05,0,1154,0,0,0.14285715
2020-06-04,0,1154,0,0,0.14285715
2020-06-03,0,1154,0,0,0.14285715
2020-06-02,0,1154,0,0,0.14285715
2020-06-01,0,1154,0,0,0.14285715
2020-05-31,0,1154,0,0,0.14285715
2020-05-30,0,1154,0,0,0
2020-05-29,0,1154,0,0,0
2020-05-28,0,1154,0,0,0
2020-05-27,0,1154,0,0,0
2020-05-26,0,1154,0,0,0
2020-05-25,0,1154,0,0,0
2020-05-24,5,1154,0,0,0
2020-05-23,0,1149,0,0,0
2020-05-22,0,1149,0,0,0
2020-05-21,0,1149,0,0,0
2020-05-20,0,1149,0,0,0
2020-05-19,0,1149,0,0,0
2020-05-18,0,1149,0,0,0
2020-05-17,5,1149,0,0,0
2020-05-16,0,1144,0,0,0.14285715
2020-05-15,0,1144,0,0,0.14285715
2020-05-14,0,1144,0,0,0.14285715
2020-05-13,0,1144,0,0,0.14285715
2020-05-12,0,1144,0,0,0.14285715
2020-05-11,0,1144,0,0,0.14285715
2020-05-10,8,1144,0,0,0.14285715
2020-05-09,0,1136,0,0,0.2857143
2020-05-08,0,1136,0,0,0.2857143
2020-05-07,0,1136,0,0,0.2857143
2020-05-06,0,1136,0,0,0.2857143
2020-05-05,0,1136,0,0,0.2857143
2020-05-04,0,1136,0,0,0.2857143
2020-05-03,15,1136,0,0,0.2857143
2020-05-02,0,1121,0,0,1
2020-05-01,0,1121,0,0,1
2020-04-30,0,1121,0,0,1
2020-04-29,0,1121,0,0,1
2020-04-28,0,1121,0,0,1
2020-04-27,0,1121,0,0,1
2020-04-26,23,1121,0,0,1
2020-04-25,0,1098,0,0,1
2020-04-24,0,1098,0,0,1
2020-04-23,0,1098,0,0,1
2020-04-22,0,1098,0,0,1
2020-04-21,0,1098,0,0,1
2020-04-20,0,1098,0,0,1
2020-04-19,49,1098,0,0,1
2020-04-18,0,1049,0,0,0.42857143
2020-04-17,0,1049,0,0,0.42857143
2020-04-16,0,1049,0,0,0.42857143
2020-04-15,0,1049,0,0,0.42857143
2020-04-14,0,1049,0,0,0.42857143
2020-04-13,0,1049,0,0,0.42857143
2020-04-12,177,1049,0,0,0.42857143
2020-04-11,0,872,0,0,0
2020-04-10,0,872,0,0,0
2020-04-09,0,872,0,0,0
2020-04-08,0,872,0,0,0
2020-04-07,0,872,0,0,0
2020-04-06,0,872,0,0,0
2020-04-05,396,872,0,0,0
2020-04-04,0,476,0,0,0.14285715
2020-04-03,0,476,0,0,0.14285715
2020-04-02,0,476,0,0,0.14285715
2020-04-01,0,476,0,0,0.14285715
2020-03-31,0,476,0,0,0.14285715
2020-03-30,0,476,0,0,0.14285715
2020-03-29,410,476,0,0,0.14285715
2020-03-28,0,66,0,0,0
2020-03-27,0,66,0,0,0
2020-03-26,0,66,0,0,0
2020-03-25,0,66,0,0,0
2020-03-24,0,66,0,0,0
2020-03-23,0,66,0,0,0
2020-03-22,58,66,0,0,0
2020-03-21,0,8,0,0,0
2020-03-20,0,8,0,0,0
2020-03-19,0,8,0,0,0
2020-03-18,0,8,0,0,0
2020-03-17,0,8,0,0,0
2020-03-16,0,8,0,0,0
2020-03-15,3,8,0,0,0
2020-03-14,0,5,0,0,0
2020-03-13,0,5,0,0,0
2020-03-12,0,5,0,0,0
2020-03-11,0,5,0,0,0
2020-03-10,0,5,0,0,0
2020-03-09,0,5,0,0,0
2020-03-08,4,5,0,0,0
2020-03-07,0,1,0,0,0
2020-03-06,0,1,0,0,0
2020-03-05,0,1,0,0,0
2020-03-04,0,1,0,0,0
2020-03-03,0,1,0,0,0
2020-03-02,0,1,0,0,0
2020-03-01,1,1,0,0,0
2020-02-29,0,0,0,0,0
2020-02-28,0,0,0,0,0
2020-02-27,0,0,0,0,0
2020-02-26,0,0,0,0,0
2020-02-25,0,0,0,0,0
2020-02-24,0,0,0,0,0
2020-02-23,0,0,0,0,0
2020-02-22,0,0,0,0,0
2020-02-21,0,0,0,0,0
2020-02-20,0,0,0,0,0
2020-02-19,0,0,0,0,0
2020-02-18,0,0,0,0,0
2020-02-17,0,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-15,0,0,0,0,0
2020-02-14,0,0,0,0,0
2020-02-13,0,0,0,0,0
2020-02-12,0,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-07,0,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-03,0,0,0,0,0
2020-02-02,0,0,0,0,0
2020-02-01,0,0,0,0,0
2020-01-31,0,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-26,0,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-24,0,0,0,0,0
2020-01-23,0,0,0,0,0
2020-01-22,0,0,0,0,0