time_vax,Prop_super,Prop_vax_pfizer,Prop_vax_moderna
0,0,0,0.001024774306
0,0,0,0.0009519101988
0,0,0,0.0006210862124
0,0,0,0.001402777213
0,0,0,0.0008403560508
0,0,0,0.0008510554104
0,0,0,0.0006639596261
0,0,0.001024774306,0.0009382809814
0,0,0.0009519101988,0.0007908822538
0,0,0.0006210862124,0.0008666651631
0,0,0.001402777213,0.001031691799
0,0,0.0008403560508,0.0008664474535
0,0,0.0008510554104,0.0007508299863
0,0,0.0006639596261,0.0008015271019
0,0,0.0009382809814,0.001356224813
1,0.003639786957,0.0007908822538,0.0006685602391
2,0.003411335551,0.0008666651631,0.000982293076
3,0.002514330601,0.001031691799,0.001231339393
4,0.004544929359,0.0008664474535,0.001166400851
5,0.002800030015,0.0007508299863,0.0006304338781
6,0.002810724771,0.0008015271019,0.001195240209
7,0.002368041946,0.001356224813,0.0009134087886
8,0.003340767436,0.0006685602391,0.001119262404
9,0.002940333707,0.000982293076,0.001138812264
10,0.003109348963,0.001231339393,0.001528816047
11,0.003460785545,0.001166400851,0.001615643809
12,0.002779239047,0.0006304338781,0.001307359304
13,0.002462547894,0.001195240209,0.001366580615
14,0.002646245311,0.0009134087886,0.0010459334
15,0.004241627951,0.001119262404,0.0009988694181
16,0.002564941738,0.001138812264,0.001268699757
17,0.003261870563,0.001528816047,0.001508707477
18,0.003802199889,0.001615643809,0.001652520112
19,0.00340894479,0.001307359304,0.001171309178
20,0.002107681801,0.001366580615,0.001601809018
21,0.003497349568,0.0010459334,0.002514106971
22,0.003071760467,0.0009988694181,0.001583426735
23,0.003499068897,0.001268699757,0.002099071432
24,0.003484533702,0.001508707477,0.001400582285
25,0.004305912464,0.001652520112,0.001802813482
26,0.004149846095,0.001171309178,0.001097362437
27,0.003451267119,0.001601809018,0.001193362481
28,0.003748397472,0.002514106971,0.001619586484
29,0.003313633782,0.001583426735,0.001775056775
30,0.003250732838,0.002099071432,0.001879791219
31,0.003762402046,0.001400582285,0.001586481687
32,0.00416149855,0.001802813482,0.001630052896
33,0.00403702393,0.001097362437,0.001126750274
34,0.003021942778,0.001193362481,0.001089535161
35,0.004054917595,0.001619586484,0.001707513264
36,0.005927340025,0.001775056775,0.001695415475
37,0.004293431354,0.001879791219,0.001705421096
38,0.005078948569,0.001586481687,0.001723121219
39,0.003268581983,0.001630052896,0.001230904518
40,0.003863777041,0.001126750274,0.0008934225714
41,0.002711122118,0.001089535161,0.001414488662
42,0.003078399347,0.001707513264,0.001181645292
43,0.004043371381,0.001695415475,0.001721717349
44,0.004236823479,0.001705421096,0.001527052517
45,0.004411783788,0.001723121219,0.00111354757
46,0.003808548728,0.001230904518,0.001094317973
47,0.003451770506,0.0008934225714,0.0009371963373
48,0.002539167231,0.001414488662,0.0008041099762
49,0.002703992065,0.001181645292,0.001255794457
50,0.003853619587,0.001721717349,0.001314056301
51,0.003818122401,0.001527052517,0.001303894896
52,0.003810047866,0.00111354757,0.00141490151
53,0.003683129761,0.001094317973,0.001190980923
54,0.002575923958,0.0009371963373,0.0007629894579
55,0.002079623591,0.0008041099762,0.0007695748483
56,0.002954369417,0.001255794457,0.001481059475
57,0.002769441248,0.001314056301,0.00126154302
58,0.003472049171,0.001303894896,0.001521255346
59,0.003237563708,0.00141490151,0.001362809367
60,0.00254920998,0.001190980923,0.001341875603
61,0.002176341883,0.0007629894579,0.0006796084587
62,0.001935484082,0.0007695748483,0.0007242366121
63,0.001962297569,0.001481059475,0.001478137913
64,0.002581192283,0.00126154302,0.001438170903
65,0.002677918689,0.001521255346,0.001297882072
66,0.002621120016,0.001362809367,0.001392621576
67,0.00265100267,0.001341875603,0.001317302802
68,0.002051136249,0.0006796084587,0.0007918314484
69,0.001525038954,0.0007242366121,0.001212425803
70,0.001708898761,0.001478137913,0.00120200683
71,0.002535744538,0.001438170903,0.001555567812
72,0.002299437582,0.001297882072,0.001408700355
73,0.002558438019,0.001392621576,0.001433110983
74,0.002274125313,0.001317302802,0.002297202009
75,0.002000470402,0.0007918314484,0.0008967661436
76,0.00122396092,0.001212425803,0.001187895309
77,0.001383403542,0.00120200683,0.00159632231
78,0.002271660091,0.001555567812,0.001665099153
79,0.002162971041,0.001408700355,0.001754585435
80,0.001969794515,0.001433110983,0.001950104194
81,0.001999159731,0.002297202009,0.00139993336
82,0.001725163285,0.0008967661436,0.001608491712
83,0.001136980672,0.001187895309,0.001758772569
84,0.001619883213,0.00159632231,0.003750305996
85,0.001651024333,0.001665099153,0.001918696885
86,0.002003461836,0.001754585435,0.005172374043
87,0.001808827923,0.001950104194,0.003545937658
88,0.001749431744,0.00139993336,0.002193433355
89,0.002510814401,0.001608491712,0.003872831388
90,0.001093579912,0.001758772569,0.004377982761
91,0.001393959212,0.003750305996,0.002950491752
92,0.001824615745,0.001918696885,0.001887471723
93,0.001877318519,0.005172374043,0.002414722701
94,0.001947175642,0.003545937658,0.001885451288
95,0.002100260043,0.002193433355,0.001969717179
96,0.001495917452,0.003872831388,0.001968871819
97,0.001674285912,0.004377982761,0.00282437325
98,0.001834933057,0.002950491752,0.003470289376
99,0.003781029921,0.001887471723,0.003650998181
100,0.002008796654,0.002414722701,0.006793121678
101,0.005103842414,0.001885451288,0.003589051631
102,0.003492047246,0.001969717179,0.004432139114
103,0.002160576663,0.001968871819,0.005212250213
104,0.003774656772,0.00282437325,0.004190878729
105,0.004265739438,0.003470289376,0.005350073031
106,0.002902368787,0.003650998181,0.002679080264
107,0.00188872984,0.006793121678,0.003155940242
108,0.002382304743,0.003589051631,0.002817324967
109,0.001867573916,0.004432139114,0.003630708386
110,0.001920386979,0.005212250213,0.004082632387
111,0.001911838052,0.004190878729,0.004489562095
112,0.002734559409,0.005350073031,0.003446920429
113,0.003348448998,0.002679080264,0.004254038336
114,0.003518205514,0.003155940242,0.002569619854
115,0.006479179761,0.002817324967,0.001512168694
116,0.003442478682,0.003630708386,0.004100099096
117,0.004214008059,0.004082632387,0.00351532852
118,0.004946910659,0.004489562095,0.004662187624
119,0.003990993672,0.003446920429,0.004014969005
120,0.005075067652,0.004254038336,0.004845739114
121,0.002564173081,0.002569619854,0.004066886409
122,0.003008426738,0.001512168694,0.002440564975
123,0.002685526061,0.004100099096,0.00317362949
124,0.003429428543,0.00351532852,0.005318109161
125,0.003849783996,0.004662187624,0.006485517614
126,0.004237335379,0.004014969005,0.00619904337
127,0.003263082306,0.004845739114,0.006091113372
128,0.004018594381,0.004066886409,0.005281131317
129,0.002451062223,0.002440564975,0.003324190597
130,0.001449292608,0.00317362949,0.004391744244
131,0.003840792899,0.005318109161,0.006531251715
132,0.003295270019,0.006485517614,0.008012783722
133,0.004364793838,0.00619904337,0.006754584354
134,0.003768653901,0.006091113372,0.007125630029
135,0.004531318775,0.005281131317,0.005701787501
136,0.003799494491,0.003324190597,0.005571609724
137,0.002275842671,0.004391744244,0.006785678125
138,0.00294916466,0.006531251715,0.008705818322
139,0.004928095664,0.008012783722,0.009357291099
140,0.006005051613,0.006754584354,0.01041837834
141,0.005743044469,0.007125630029,0.008459570798
142,0.005636670933,0.005701787501,0.006313977363
143,0.004888441488,0.005571609724,0.003461635365
144,0.003092462661,0.006785678125,0.004021957251
145,0.004042556055,0.008705818322,0.007268017556
146,0.005984406457,0.009357291099,0.01084534076
147,0.007335525029,0.01041837834,0.0093686067
148,0.006190872834,0.008459570798,0.008767161684
149,0.006511866602,0.006313977363,0.007009603439
150,0.005211880913,0.003461635365,0.004651094212
151,0.005083484956,0.004021957251,0.00604514667
152,0.006148928647,0.007268017556,0.009189810162
153,0.007865201148,0.01084534076,0.01033186632
154,0.008447719288,0.0093686067,0.01050270496
155,0.009383924014,0.008767161684,0.009010609036
156,0.007614453176,0.007009603439,0.007475402668
157,0.005684228809,0.004651094212,0.004693811079
158,0.003136764317,0.00604514667,0.006032291518
159,0.003608459942,0.009189810162,0.009824385134
160,0.006472667264,0.01033186632,0.01021868032
161,0.009625596943,0.01050270496,0.01161400332
162,0.008310069833,0.009010609036,0.01001196925
163,0.00775466931,0.007475402668,0.007501923439
164,0.006198124403,0.004693811079,0.006946779387
165,0.004123397103,0.006032291518,0.00794450746
166,0.005304294812,0.009824385134,0.0107436945
167,0.008015973222,0.01021868032,0.01383165951
168,0.008993056958,0.01161400332,0.01112709496
169,0.0091159652,0.01001196925,0.009929586898
170,0.007803431017,0.007501923439,0.007854775294
171,0.00646169858,0.006946779387,0.003499105259
172,0.004068580567,0.00794450746,0.005471326948
173,0.005171374458,0.0107436945,0.008752101749
174,0.008360338642,0.01383165951,0.01053952695
175,0.008679554675,0.01112709496,0.01068461934
176,0.009827542106,0.009929586898,0.00837512675
177,0.008443655015,0.007854775294,0.006699795573
178,0.00632462126,0.003499105259,0.004588885299
179,0.00583393543,0.005471326948,0.00579620303
180,0.00660694759,0.008752101749,0.008253837856
181,0.008906565753,0.01053952695,0.00823719967
182,0.01142511019,0.01068461934,0.00727468563
183,0.009161009099,0.00837512675,0.006025028494
184,0.008148039593,0.006699795573,0.004760601593
185,0.006431396704,0.004588885299,0.003572348236
186,0.002902059248,0.00579620303,0.004419800854
187,0.004452313724,0.008253837856,0.006349681296
188,0.007041269482,0.00823719967,0.006346548729
189,0.008449344685,0.00727468563,0.00549872673
190,0.008535614392,0.006025028494,0.005733529
191,0.006672881539,0.004760601593,0.005480174078
192,0.005331780475,0.003572348236,0.004097307631
193,0.00365011967,0.004419800854,0.00508427741
194,0.004563795925,0.006349681296,0.00307577174
195,0.006439242126,0.006346548729,0.01122403873
196,0.006453154454,0.00549872673,0.006623400501
197,0.005694901081,0.005733529,0.005594404621
198,0.004717773587,0.005480174078,0.004686116318
199,0.003730582901,0.004097307631,0.00356260479
200,0.002800290942,0.00508427741,0.004720587109
201,0.003420851685,0.00307577174,0.005338080904
202,0.004853405904,0.01122403873,0.006308401103
203,0.004845277565,0.006623400501,0.005319919657
204,0.004207153944,0.005594404621,0.004932651424
205,0.004349084982,0.004686116318,0.004688873936
206,0.004144268385,0.00356260479,0.00410486618
207,0.00309576083,0.004720587109,0.004054295177
208,0.003799070723,0.005338080904,0.00639205396
209,0.002307456265,0.006308401103,0.006423592769
210,0.008271719088,0.005319919657,0.006272388169
211,0.004891693553,0.004932651424,0.005626254917
212,0.004125887638,0.004688873936,0.004308067007
213,0.003451432211,0.00410486618,0.002642853388
214,0.002621192066,0.004054295177,0.003415217144
215,0.003435333951,0.00639205396,0.005783837116
216,0.00386709389,0.006423592769,0.005116631435
217,0.004556914942,0.006272388169,0.00524557112
218,0.003843011946,0.005626254917,0.004139451952
219,0.00355076106,0.004308067007,0.002737319433
220,0.00336384535,0.002642853388,0.005638211663
221,0.002936473587,0.003415217144,0.005989654163
222,0.002883262728,0.005783837116,0.006002870139
223,0.004514625032,0.005116631435,0.005412108323
224,0.004530256498,0.00524557112,0.004346040986
225,0.004411168116,0.004139451952,0.003806785389
226,0.003945811625,0.002737319433,0.001953802928
227,0.003018343957,0.005638211663,0.00224992221
228,0.001853406347,0.005989654163,0.005041801169
229,0.002375519749,0.006002870139,0.004946939748
230,0.003989464531,0.005412108323,0.003520512619
231,0.003526540384,0.004346040986,0.002986041776
232,0.00360060315,0.003806785389,0.002276533189
233,0.002834924227,0.001953802928,0.000839510578
234,0.00187786421,0.00224992221,0.001662699278
235,0.003815701126,0.005041801169,0.002445196598
236,0.004029803924,0.004946939748,0.002950729074
237,0.004023631552,0.003520512619,0.003198243255
238,0.003618925234,0.002986041776,0.002860607915
239,0.002899030157,0.002276533189,0.001980989062
240,0.002530389392,0.000839510578,0.0008433089051
241,0.001301956584,0.001662699278,0.0008080203885
242,0.001488170065,0.002445196598,0.001181560152
243,0.003303686134,0.002950729074,0.001697423372
244,0.003230461176,0.003198243255,0.002274171967
245,0.002295185191,0.002860607915,0.001471934146
246,0.001940255668,0.001980989062,0.0008743899158
247,0.001474692409,0.0008433089051,0.002617309479
248,0.0005515940152,0.0008080203885,0.001707819023
249,0.001067833893,0.001181560152,0.008559147706
250,0.001552948889,0.001697423372,0
251,0.00186204433,0.002274171967,0
252,0.002007075864,0.001471934146,0
253,0.001784522224,0.0008743899158,0
254,0.001230153545,0.002617309479,0
255,0.0005261000953,0.001707819023,0
256,0.0005007022711,0.008559147706,0
257,0.0007222045458,0,0
258,0.001023980828,0,0
259,0.001359977984,0,0
260,0.0008762753907,0,0
261,0.0005190415116,0,0
262,0.001519298143,0,0
263,0.0009834065416,0,0
264,0.004859522631,0,0